movie_title;imdb_score;movie_facebook_likes
Self/less;6.5;11000
The Constant Gardener;7.5;0
The Passion of the Christ;7.1;13000
Mrs. Doubtfire;6.9;0
Rain Man;8.0;12000
Gran Torino;8.2;28000
W.;6.4;0
Taken;7.9;29000
The Best of Me;6.7;19000
The Bodyguard;6.1;0
Schindler's List;8.9;41000
The Help;8.1;75000
The Fifth Estate;6.2;11000
Scooby-Doo 2: Monsters Unleashed;4.9;567
Viy;5.4;0
Freddy vs. Jason;5.8;3000
The Face of an Angel;4.7;488
Jimmy Neutron: Boy Genius;6.0;425
Cloverfield;7.0;0
Teenage Mutant Ninja Turtles II: The Secret of the Ooze;6.0;0
The Untouchables;7.9;0
No Country for Old Men;8.1;21000
Ride Along;6.2;0
Bridget Jones's Diary;6.7;0
Chocolat;7.3;18000
Legally Blonde 2: Red, White & Blonde;4.6;660
Parental Guidance;6.1;0
No Strings Attached;6.2;24000
Tombstone;7.8;11000
Romeo Must Die;6.1;0
The Omen;7.6;7000
Final Destination 3;5.8;0
The Lucky One;6.5;29000
Bridge to Terabithia;7.2;6000
Finding Neverland;7.8;0
A Madea Christmas;4.7;0
The Grey;6.8;32000
Hide and Seek;5.9;0
Anchorman: The Legend of Ron Burgundy;7.2;0
Goodfellas;8.7;25000
Agent Cody Banks;5.0;542
Nanny McPhee;6.6;0
Scarface;8.3;19000
Nothing to Lose;6.7;0
The Last Emperor;7.8;0
Contraband;6.5;0
Money Talks;6.1;666
There Will Be Blood;8.1;16000
The Wild Thornberrys Movie;5.2;187
Rugrats Go Wild;5.6;329
Undercover Brother;5.8;0
The Sisterhood of the Traveling Pants;6.6;0
Kiss of the Dragon;6.6;0
The House Bunny;5.5;0
Beauty Shop;5.5;671
Million Dollar Arm;7.0;10000
The Giver;6.5;58000
What a Girl Wants;5.8;0
Jeepers Creepers II;5.6;0
Good Luck Chuck;5.6;0
Cradle 2 the Grave;5.8;1000
The Hours;7.6;0
She's the Man;6.4;0
Mr. Bean's Holiday;6.3;0
Anacondas: The Hunt for the Blood Orchid;4.6;686
Blood Ties;6.5;0
August Rush;7.5;18000
Elizabeth;7.5;0
Bride of Chucky;5.3;0
Tora! Tora! Tora!;7.5;0
Spice World;3.3;0
The Sitter;5.7;0
Dance Flick;3.5;657
The Shawshank Redemption;9.3;108000
Crocodile Dundee in Los Angeles;4.8;387
Kingpin;6.9;3000
The Gambler;6.0;0
August: Osage County;7.3;30000
Ice Princess;6.0;901
A Lot Like Love;6.6;0
Eddie the Eagle;7.5;15000
He Got Game;6.9;0
Don Juan DeMarco;6.8;0
Shaun the Sheep;8.3;834
Dear John;6.3;14000
The Losers;6.4;0
Don't Be Afraid of the Dark;5.6;10000
War;6.3;0
Punch-Drunk Love;7.3;0
EuroTrip;6.6;0
Half Past Dead;4.6;564
Unaccompanied Minors;5.1;498
Bright Lights, Big City;5.6;377
The Adventures of Pinocchio;5.3;246
The Greatest Game Ever Played;7.5;0
The Box;5.6;0
The Ruins;5.9;0
The Next Best Thing;4.7;378
My Soul to Take;4.8;0
The Girl Next Door;6.8;0
Maximum Risk;5.4;503
Stealing Harvard;5.1;215
Legend;7.0;43000
Hot Rod;6.7;0
Shark Night 3D;4.0;0
Angela's Ashes;7.3;0
Draft Day;6.8;14000
Lifeforce;6.1;0
The Powerpuff Girls;7.2;581
The Conspirator;7.0;0
Lords of Dogtown;7.1;5000
The 33;6.9;0
Big Trouble in Little China;7.3;19000
A Perfect Plan;6.3;853
Warrior;8.2;77000
Michael Collins;7.1;0
Gettysburg;7.7;0
Stop-Loss;6.5;982
Abandon;4.9;261
Brokedown Palace;6.4;0
The Possession;5.9;17000
Mrs. Winterbourne;6.2;491
Straw Dogs;5.8;7000
The Hoax;6.7;348
Stone Cold;5.9;0
The Road;7.3;32000
Sheena;4.8;739
Underclassman;4.1;206
Say It Isn't So;4.9;295
The World's Fastest Indian;7.9;11000
Snakes on a Plane;5.6;4000
Tank Girl;5.2;0
King's Ransom;4.1;83
Blindness;6.6;0
BloodRayne;2.9;937
Carnage;7.2;21000
Where the Truth Lies;6.5;507
Cirque du Soleil: Worlds Away;6.8;0
Without Limits;7.2;942
Me and Orson Welles;6.8;0
The Best Offer;7.8;31000
Bad Lieutenant: Port of Call New Orleans;6.7;6000
A Turtle's Tale: Sammy's Adventures;6.1;0
Little White Lies;7.1;0
Love Ranch;5.7;636
The True Story of Puss'N Boots;2.9;90
Space Dogs;5.2;200
The Counselor;5.3;24000
Ironclad;6.2;0
Waterloo;7.3;690
Kung Fu Killer;6.5;0
Red Sky;4.1;437
Dangerous Liaisons;7.7;0
On the Road;6.1;27000
Star Trek IV: The Voyage Home;7.3;0
Rocky Balboa;7.2;0
Point Break;5.3;37000
Scream 2;6.1;0
Jane Got a Gun;5.8;0
Think Like a Man Too;5.7;3000
The Whole Nine Yards;6.7;0
Footloose;6.5;0
Old School;7.2;0
The Fisher King;7.6;12000
I Still Know What You Did Last Summer;4.6;891
Return to Me;6.9;0
Zack and Miri Make a Porno;6.6;0
Nurse Betty;6.3;455
The Men Who Stare at Goats;6.2;15000
Double Take;5.3;204
Girl, Interrupted;7.3;0
Win a Date with Tad Hamilton!;5.6;876
Muppets from Space;6.2;619
The Wiz;5.2;0
Ready to Rumble;5.3;650
Play It to the Bone;5.4;153
I Don't Know How She Does It;4.9;0
Piranha 3D;5.5;13000
Beyond the Sea;6.7;0
Meet the Deedles;3.9;839
The Princess and the Cobbler;7.2;408
The Bridge of San Luis Rey;5.1;181
Faster;6.5;12000
Howl's Moving Castle;8.2;13000
Zombieland;7.7;26000
King Kong;7.2;0
The Waterboy;6.1;0
Star Wars: Episode V - The Empire Strikes Back;8.8;17000
Bad Boys;6.8;0
The Naked Gun 2½: The Smell of Fear;6.8;0
Final Destination;6.7;0
The Ides of March;7.1;22000
Pitch Black;7.1;5000
Someone Like You...;6.1;0
Her;8.0;148000
Eddie the Eagle;7.5;15000
Joy Ride;6.6;0
The Adventurer: The Curse of the Midas Box;5.4;0
Anywhere But Here;6.1;638
Chasing Liberty;6.1;0
The Crew;5.6;153
Haywire;5.8;0
Jaws: The Revenge;2.8;0
Marvin's Room;6.7;1000
The Longshots;5.1;376
The End of the Affair;7.2;0
Harley Davidson and the Marlboro Man;6.0;0
In the Valley of Elah;7.2;0
Coco Before Chanel;6.7;0
Forsaken;6.3;0
Chéri;6.2;0
Rogue;6.8;532
Vanity Fair;6.2;767
Bodyguards and Assassins;6.9;765
1408;6.8;11000
Spaceballs;7.1;13000
The Water Diviner;7.1;18000
Ghost;7.0;0
There's Something About Mary;7.1;0
The Santa Clause;6.4;0
The Rookie;7.0;0
The Game Plan;6.2;0
The Bridges of Madison County;7.5;0
The Animal;4.8;1000
Gandhi;8.1;12000
The Hundred-Foot Journey;7.3;55000
The Net;5.8;0
I Am Sam;7.6;15000
Son of God;5.6;15000
Underworld;7.0;0
Derailed;6.6;0
The Informant!;6.5;0
Shadowlands;7.4;2000
Deuce Bigalow: European Gigolo;4.6;887
Delivery Man;6.4;0
Victor Frankenstein;6.0;11000
Our Kind of Traitor;6.4;0
Saving Silverman;5.9;739
Diary of a Wimpy Kid: Dog Days;6.4;0
Summer of Sam;6.6;0
Jay and Silent Bob Strike Back;6.9;0
The Island;6.9;0
The Glass House;5.8;804
Hail, Caesar!;6.4;23000
Josie and the Pussycats;5.3;0
Homefront;6.5;15000
The Little Vampire;5.7;0
I Heart Huckabees;6.7;0
RoboCop 3;3.9;716
Megiddo: The Omega Code 2;4.1;158
Darling Lili;6.2;104
Dudley Do-Right;3.8;272
The Transporter Refueled;5.1;0
The Libertine;6.4;0
Black Book;7.8;0
Joyeux Noel;7.8;11000
Hit and Run;6.1;0
Mad Money;5.8;687
Before I Go to Sleep;6.3;11000
Sorcerer;7.7;0
Stone;5.4;0
Molière;7.3;815
Out of the Furnace;6.8;17000
Michael Clayton;7.3;0
My Fellow Americans;6.5;758
Arlington Road;7.2;0
Underdogs;6.7;0
To Rome with Love;6.3;18000
Firefox;5.9;0
South Park: Bigger Longer & Uncut;7.8;0
Death at a Funeral;7.4;0
Teenage Mutant Ninja Turtles III;4.8;1000
Hardball;6.3;0
Silver Linings Playbook;7.8;117000
Freedom Writers;7.5;10000
For Colored Girls;6.0;0
The Transporter;6.8;0
Never Back Down;6.6;0
The Rage: Carrie 2;4.6;897
The Bachelor;2.9;141
Away We Go;7.1;7000
Swing Vote;6.1;1000
Moonlight Mile;6.7;365
Tinker Tailor Soldier Spy;7.1;24000
Molly;5.8;284
The Beaver;6.7;17000
The Best Little Whorehouse in Texas;5.8;0
eXistenZ;6.8;6000
Raiders of the Lost Ark;8.5;16000
Home Alone 2: Lost in New York;6.6;0
Close Encounters of the Third Kind;7.7;0
Pulse;4.7;0
Beverly Hills Cop II;6.4;0
Bringing Down the House;5.5;800
The Silence of the Lambs;8.6;40000
Wayne's World;7.0;0
Jackass 3D;7.1;0
Jaws 2;5.7;0
Beverly Hills Chihuahua;3.7;0
The Conjuring;7.5;131000
Are We There Yet?;4.6;773
Tammy;4.9;11000
Disturbia;6.9;0
School of Rock;7.1;0
Mortal Kombat;5.8;0
Wicker Park;7.0;0
White Chicks;5.4;0
The Descendants;7.3;22000
Holes;7.1;0
The Last Song;5.8;10000
12 Years a Slave;8.1;83000
Drumline;5.7;2000
Why Did I Get Married Too?;4.4;0
Edward Scissorhands;7.9;16000
Me Before You;7.6;51000
Madea's Witness Protection;4.8;0
The French Connection;7.8;0
Bad Moms;6.7;18000
Date Movie;2.7;806
Return to Never Land;5.8;302
Selma;7.5;22000
The Jungle Book 2;5.4;227
Boogeyman;4.1;1000
Premonition;5.9;0
The Tigger Movie;6.3;347
Orphan;7.0;20000
Max;6.8;33000
Meet the Browns;3.5;211
Epic Movie;2.3;0
Conan the Barbarian;6.9;0
Spotlight;8.1;80000
Lakeview Terrace;6.1;0
The Grudge 2;5.0;930
How Stella Got Her Groove Back;5.5;0
Bill & Ted's Bogus Journey;6.2;0
Man of the Year;6.2;0
The Black Hole;5.9;4000
The American;6.3;10000
Selena;6.7;0
Vampires Suck;3.5;16000
Babel;7.5;0
This Is Where I Leave You;6.6;14000
Doubt;7.5;0
Team America: World Police;7.2;0
Texas Chainsaw 3D;4.8;16000
Copycat;6.6;0
Scary Movie 5;3.5;13000
Paint Your Wagon;6.7;0
Milk;7.6;10000
Risen;6.3;21000
Ghost Ship;5.5;0
A Very Harold & Kumar 3D Christmas;6.3;21000
Wild Things;6.5;0
The Stepfather;5.6;0
The Debt;6.9;0
High Fidelity;7.6;10000
One Missed Call;3.9;0
Eye for an Eye;6.1;613
The Bank Job;7.3;0
Eternal Sunshine of the Spotless Mind;8.3;52000
You Again;5.8;0
Street Kings;6.8;0
The World's End;7.0;49000
Nancy Drew;5.9;590
Daybreakers;6.5;0
She's Out of My League;6.4;0
Monte Carlo;5.8;6000
Stay Alive;5.1;0
Quigley Down Under;6.8;0
Alpha and Omega;5.3;0
The Covenant;5.3;3000
Stick It;6.4;0
Shorts;4.9;431
To Die For;6.8;1000
Nerve;7.1;0
Appaloosa;6.8;0
Vampires;6.1;0
Yu-Gi-Oh! Duel Monsters;7.0;124
Psycho;8.5;18000
My Best Friend's Girl;5.9;0
Endless Love;6.3;0
Georgia Rule;5.9;681
Under the Rainbow;5.4;501
Ladyhawke;7.0;0
Simon Birch;6.9;0
Reign Over Me;7.5;0
Into the Wild;8.2;76000
School for Scoundrels;5.9;484
Silent Hill: Revelation 3D;5.0;25000
From Dusk Till Dawn;7.3;12000
Pooh's Heffalump Movie;6.4;264
Home for the Holidays;6.6;0
Kung Fu Hustle;7.8;0
Fired Up;6.7;4
The Country Bears;4.0;422
The Kite Runner;7.6;0
21 Grams;7.7;0
Paparazzi;5.8;269
Twilight;5.2;19000
A Guy Thing;5.6;401
Loser;5.3;1000
Capitalism: A Love Story;7.4;10000
The Greatest Story Ever Told;6.6;1000
Secret in Their Eyes;6.2;0
Disaster Movie;1.9;0
Armored;5.7;0
The Man Who Knew Too Little;6.6;0
What's Your Number?;6.0;0
Lockout;6.1;10000
Envy;4.8;713
Crank: High Voltage;6.2;0
Bullets Over Broadway;7.5;979
One Night with the King;6.3;0
The Quiet American;7.1;983
The Weather Man;6.6;0
Undisputed;6.1;977
Ghost Town;6.7;0
12 Rounds;5.6;0
Let Me In;7.2;25000
3 Ninjas Kick Back;4.3;444
Be Kind Rewind;6.4;0
Mrs Henderson Presents;7.1;0
Triple 9;6.3;0
Deconstructing Harry;7.4;0
Three to Tango;6.1;311
Burnt;6.6;25000
We're No Angels;6.0;855
Everyone Says I Love You;6.8;0
Death at a Funeral;7.4;0
Death Sentence;6.8;0
Everybody's Fine;7.2;10000
Superbabies: Baby Geniuses 2;1.9;0
The Man;5.5;676
Code Name: The Cleaner;4.5;233
Connie and Carla;6.3;924
Sweet Charity;7.0;548
Inherent Vice;6.7;18000
Doogal;2.8;346
Battle of the Year;5.0;0
Perception;7.5;0
An American Carol;4.3;797
Machete Kills;5.6;48000
Willard;6.2;0
Strange Wilderness;5.3;847
Topsy-Turvy;7.4;608
Little Boy;7.4;15000
A Dangerous Method;6.5;36000
A Scanner Darkly;7.1;0
Chasing Mavericks;7.2;13000
Alone in the Dark;2.3;1000
Bandslam;6.4;1000
Birth;6.1;0
A Most Violent Year;7.0;0
Passchendaele;6.5;971
Flash of Genius;7.0;0
I'm Not There.;7.0;0
The Cold Light of Day;4.9;0
The Brothers Bloom;6.9;0
Synecdoche, New York;7.5;13000
Princess Mononoke;8.4;11000
Bon voyage;6.9;235
Can't Stop the Music;4.5;1000
The Proposition;7.4;0
Courage;7.0;0
Marci X;2.8;241
Equilibrium;7.5;20000
The Children of Huang Shi;7.1;1000
The Yards;6.4;401
The Oogieloves in the Big Balloon Adventure;6.7;831
By the Sea;5.3;0
Steamboy;6.9;973
The Game of Their Lives;6.2;445
All Good Things;6.3;0
Rapa Nui;6.4;399
CJ7;6.5;1000
Les couloirs du temps: Les visiteurs II;6.0;136
Dylan Dog: Dead of Night;5.1;0
People I Know;5.5;217
The Doombolt Chase;7.2;0
The Tempest;5.4;0
Regression;5.7;0
The Touch;5.2;30
Three Kingdoms: Resurrection of the Dragon;6.2;314
Shattered;6.7;0
Zambezia;5.8;1000
Ramanujan;7.0;58
Dwegons and Leprechauns;4.8;70
Hands of Stone;7.2;0
Survivor;5.6;0
The Frozen Ground;6.4;11000
The Painted Veil;7.5;0
The Baader Meinhof Complex;7.4;0
Dances with Wolves;8.0;0
Bad Teacher;5.7;16000
Sea of Love;6.8;0
A Cinderella Story;5.9;0
Scream;7.2;11000
Thir13en Ghosts;5.5;0
The Shining;8.4;37000
Back to the Future;8.5;39000
House on Haunted Hill;5.6;0
I Can Do Bad All by Myself;4.1;1000
Fight Valley;5.0;1000
The Switch;6.1;0
Just Married;5.4;0
The Devil's Double;7.1;14000
Gone, Baby, Gone;6.6;0
Thomas and the Magic Railroad;3.6;663
The Crazies;6.5;0
Spirited Away;8.6;28000
Firestorm;6.2;332
The Bounty;7.0;1000
The Book Thief;7.6;53000
Sex Drive;6.5;0
Leap Year;6.4;13000
The Fall of the Roman Empire;6.7;560
Take Me Home Tonight;6.3;0
Won't Back Down;6.4;0
The Nutcracker;5.7;238
Kansas City;6.3;228
Indignation;7.8;599
The Amityville Horror;6.0;0
Adaptation.;7.7;0
Land of the Dead;6.2;0
Out of Inferno;5.7;124
Fear and Loathing in Las Vegas;7.7;15000
The Invention of Lying;6.4;13000
Neighbors;6.4;21000
The Mask;6.9;0
Big;7.3;0
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan;7.3;0
Legally Blonde;6.2;0
Star Trek III: The Search for Spock;6.6;0
The Exorcism of Emily Rose;6.7;0
Deuce Bigalow: Male Gigolo;5.7;0
Left Behind;3.1;31000
The Family Stone;6.3;0
Barbershop 2: Back in Business;5.7;265
Bad Santa;7.1;10000
Austin Powers: International Man of Mystery;7.0;0
My Big Fat Greek Wedding 2;6.1;19000
Diary of a Wimpy Kid: Rodrick Rules;6.6;0
Predator;7.8;13000
Amadeus;8.3;16000
Prom Night;3.9;1000
Mean Girls;7.0;0
Under the Tuscan Sun;6.7;0
Gosford Park;7.3;0
The O.C.;7.5;0
Peggy Sue Got Married;6.3;0
Birdman or (The Unexpected Virtue of Ignorance);7.8;114000
Blue Jasmine;7.3;36000
United 93;7.6;0
Honey;5.3;0
Glory;7.9;0
Spy Hard;5.3;588
The Fog;6.8;7000
Soul Surfer;7.1;15000
Catch-22;7.2;0
Observe and Report;5.8;0
Conan the Destroyer;5.8;2000
Raging Bull;8.3;0
Love Happens;5.6;0
Young Sherlock Holmes;6.8;0
Fame;5.0;0
127 Hours;7.6;63000
Small Time Crooks;6.7;812
Center Stage;6.7;0
Love the Coopers;5.7;0
Catch That Kid;5.2;591
Life as a House;7.5;0
Steve Jobs;7.2;23000
I Love You, Beth Cooper;5.3;0
Youth in Revolt;6.5;0
The Legend of the Lone Ranger;5.0;346
The Tailor of Panama;6.1;813
Blow Out;7.4;2000
Getaway;4.4;4000
The Ice Storm;7.5;0
And So It Goes;5.7;3000
Troop Beverly Hills;5.5;0
Being Julia;7.1;562
9½ Weeks;5.9;0
Dragonslayer;6.7;0
The Last Station;7.0;0
Ed Wood;7.9;0
Labor Day;6.9;0
Mongol: The Rise of Genghis Khan;7.3;0
RocknRolla;7.3;12000
Megaforce;3.5;0
Hamlet;7.8;0
Mao's Last Dancer;7.4;0
Midnight Special;6.7;0
Anything Else;6.4;827
The Railway Man;7.1;18000
Unforgettable;6.7;0
The White Ribbon;7.8;0
Restoration;4.0;378
The Wraith;5.9;0
The Salton Sea;7.2;2000
Metallica Through the Never;7.2;19000
The Informers;5.1;1000
Carlos;7.7;0
I Come with the Rain;5.5;342
One Man's Hero;6.2;271
Day of the Dead;7.2;3000
I Am Wrath;5.2;0
Renaissance;6.7;0
Forsaken;6.3;0
Red Sonja;5.0;0
Red Lights;6.2;10000
Superbad;7.6;0
Madea Goes to Jail;4.1;804
Wolves;5.3;0
Step Up 2: The Streets;6.2;0
Hoodwinked!;6.5;0
Hotel Rwanda;8.1;12000
Hitman;6.3;0
Black Nativity;4.4;0
The Prince;4.6;0
City of Ghosts;6.0;204
The Others;7.6;20000
Aliens;8.4;18000
My Fair Lady;7.9;0
I Know What You Did Last Summer;5.6;0
Let's Be Cops;6.5;14000
Sideways;7.5;0
Beerfest;6.3;0
Halloween;7.9;12000
Hero;7.9;0
Good Boy!;5.1;309
The Best Man Holiday;6.7;7000
Smokin' Aces;6.7;3000
Saw 3D: The Final Chapter;5.6;12000
40 Days and 40 Nights;5.6;2000
TRON: Legacy;6.8;30000
A Night at the Roxbury;6.2;0
Beastly;5.6;16000
The Hills Have Eyes;6.4;0
Dickie Roberts: Former Child Star;5.6;320
McFarland, USA;7.4;21000
Lottery Ticket;4.9;0
ATL;6.0;874
Pitch Perfect;7.2;36000
Summer Catch;4.9;476
A Simple Plan;7.5;0
They;4.8;814
Larry the Cable Guy: Health Inspector;3.1;110
The Adventures of Elmo in Grouchland;5.8;339
Brooklyn's Finest;6.7;4000
55 Days at Peking;6.8;419
Evil Dead;6.5;70000
My Life in Ruins;5.9;0
American Dreamz;5.5;300
Superman IV: The Quest for Peace;3.6;1000
How She Move;3.3;238
Running Scared;7.4;0
Bobby Jones: Stroke of Genius;6.7;352
Shanghai Surprise;3.0;154
The Illusionist;7.6;15000
Roar;6.4;0
Veronica Guerin;6.9;0
Escobar: Paradise Lost;6.6;0
Southland Tales;5.5;0
Dragon Hunters;6.6;0
Damnation Alley;5.2;903
The Apparition;4.1;0
My Girl;6.8;0
Fur: An Imaginary Portrait of Diane Arbus;6.5;0
The Illusionist;7.6;15000
Wall Street;7.4;0
Sense and Sensibility;7.7;0
Becoming Jane;7.1;0
Sydney White;6.3;0
House of Sand and Fog;7.6;0
Dead Poets Society;8.0;23000
Dumb & Dumber;7.3;0
When Harry Met Sally...;7.6;0
The Verdict;7.8;0
Road Trip;6.5;0
Varsity Blues;6.4;0
The Artist;8.0;30000
The Unborn;4.8;0
Moonrise Kingdom;7.8;71000
The Texas Chainsaw Massacre: The Beginning;5.9;0
The Young Messiah;5.4;0
The Master of Disguise;3.3;1000
Pan's Labyrinth;8.2;27000
The Messengers;6.6;0
See Spot Run;5.4;393
Baby Boy;6.4;1000
The Roommate;4.8;0
Joe Dirt;5.9;0
Double Impact;5.5;0
Hot Fuzz;7.9;17000
The Women;4.9;0
Vicky Cristina Barcelona;7.2;14000
Arn: The Knight Templar;6.6;0
Bad Moms;6.7;18000
Boys and Girls;5.3;487
White Oleander;7.2;0
Jennifer's Body;5.1;6000
Drowning Mona;5.6;492
Radio Days;7.6;0
Left Behind;3.1;31000
Remember Me;7.2;24000
How to Deal;5.7;371
My Stepmother Is an Alien;5.2;818
Philadelphia;7.7;0
The Thirteenth Floor;7.0;0
The Cookout;3.6;177
Meteor;4.9;392
Duets;6.0;573
Hollywood Ending;6.6;762
Detroit Rock City;6.8;0
Highlander;7.2;0
Things We Lost in the Fire;7.2;0
Steel;2.8;0
The Immigrant;6.6;0
The White Countess;6.7;356
Trance;7.0;23000
Soul Plane;4.4;0
Welcome to the Sticks;7.1;3000
Good;6.2;921
Enter the Void;7.3;23000
Vamps;5.1;0
Hachi: A Dog's Tale;8.1;115000
Zulu;6.7;0
The Homesman;6.6;0
Juwanna Mann;4.5;939
Lilyhammer;8.1;16000
Ararat;6.6;824
Madison;6.5;282
Slow Burn;5.9;191
Wasabi;6.6;0
Slither;6.5;0
Beverly Hills Cop;7.3;0
Home Alone;7.5;20000
3 Men and a Baby;5.9;3000
Tootsie;7.4;0
Top Gun;6.9;19000
Crouching Tiger, Hidden Dragon;7.9;0
American Beauty;8.4;22000
The King's Speech;8.0;64000
Twins;6.0;0
Scream: The TV Series;7.3;0
The Yellow Handkerchief;6.8;1000
The Color Purple;7.8;6000
Tidal Wave;5.7;558
Ben-Hur;6.1;0
The Imitation Game;8.1;165000
Private Benjamin;6.1;855
Coal Miner's Daughter;7.5;0
Diary of a Wimpy Kid;6.2;0
Mama;6.2;57000
Halloween;7.9;12000
National Lampoon's Vacation;7.4;0
Bad Grandpa;6.6;26000
The Queen;7.3;0
Beetlejuice;7.5;15000
Why Did I Get Married?;5.6;1000
Little Women;7.3;0
The Woman in Black;6.4;29000
When a Stranger Calls;5.0;0
Big Fat Liar;5.4;896
The Deer Hunter;8.2;11000
Wag the Dog;7.1;12000
The Lizzie McGuire Movie;5.3;0
Snitch;6.5;12000
Krampus;6.2;27000
The Faculty;6.4;0
What's Love Got to Do with It;7.2;0
Cop Land;6.9;2000
Not Another Teen Movie;5.7;0
End of Watch;7.7;38000
Aloha;5.4;11000
The Skulls;5.6;0
The Theory of Everything;7.7;90000
Malibu's Most Wanted;5.1;0
Where the Heart Is;6.8;0
Lawrence of Arabia;8.4;11000
Halloween II;4.9;3000
Wild;7.1;38000
The Last House on the Left;6.6;0
The Wedding Date;6.1;0
Halloween: Resurrection;4.1;0
Clash of the Titans;5.8;15000
The Princess Bride;8.1;33000
The Great Debaters;7.6;0
Drive;7.8;81000
Confessions of a Teenage Drama Queen;4.6;810
The Object of My Affection;6.0;849
28 Weeks Later;7.0;0
When the Game Stands Tall;6.7;0
Because of Winn-Dixie;6.4;1000
Love & Basketball;7.2;0
Grosse Pointe Blank;7.4;0
All About Steve;4.8;0
Book of Shadows: Blair Witch 2;4.0;949
The Craft;6.2;6000
Match Point;7.7;0
Ramona and Beezus;6.7;0
The Remains of the Day;7.9;0
Boogie Nights;7.9;0
Nowhere to Run;5.5;466
Flicka;6.2;1000
The Hills Have Eyes II;5.1;0
Urban Legends: Final Cut;4.1;243
Tuck Everlasting;6.7;0
The Marine;4.7;0
Keanu;6.4;0
Country Strong;6.3;0
Disturbing Behavior;5.5;673
The Place Beyond the Pines;7.3;47000
The November Man;6.3;0
Eye of the Beholder;4.9;327
The Hurt Locker;7.6;16000
Firestarter;6.0;0
Killing Them Softly;6.2;20000
A Most Wanted Man;6.8;13000
Freddy Got Fingered;4.5;0
The Pirates Who Don't Do Anything: A VeggieTales Movie;5.7;175
U2 3D;8.4;116
Highlander: Endgame;4.6;356
Idlewild;6.2;489
One Day;7.0;49000
Whip It;6.9;10000
Knockaround Guys;6.1;566
Confidence;6.7;622
The Muse;5.6;251
De-Lovely;6.6;1000
New York Stories;6.4;877
Barney's Great Adventure;2.8;436
The Man with the Iron Fists;5.4;29000
Home Fries;5.0;247
Here on Earth;5.1;648
Brazil;8.0;16000
Raise Your Voice;5.9;1000
The Dead Zone;7.5;576
The Big Lebowski;8.2;35000
Black Snake Moan;7.0;0
Dark Blue;6.6;455
A Mighty Heart;6.7;923
Whatever It Takes;5.5;816
Boat Trip;4.9;1000
The Importance of Being Earnest;6.9;0
The Love Letter;7.4;515
Hoot;5.6;647
In Bruges;8.0;32000
Peeples;5.3;0
The Rocker;6.2;0
Post Grad;5.3;0
Promised Land;6.6;10000
Whatever Works;7.2;10000
The In Crowd;4.6;157
Three Burials;7.5;0
Jakob the Liar;6.5;0
Kiss Kiss Bang Bang;7.6;0
Idle Hands;6.2;0
Mulholland Drive;8.0;16000
Blood and Chocolate;5.5;0
You Will Meet a Tall Dark Stranger;6.3;0
Never Let Me Go;7.2;33000
The Company;7.9;733
Transsiberian;6.7;0
The Clan of the Cave Bear;5.3;843
Crazy in Alabama;6.3;391
Funny Games;6.5;0
Listening;5.6;708
Felicia's Journey;7.0;284
Metropolis;8.3;12000
District B13;7.2;0
Things to Do in Denver When You're Dead;6.8;0
The Assassin;6.4;0
Buffalo Soldiers;6.9;664
The Return;8.0;0
Ong-bak 2;6.2;0
Centurion;6.4;0
Silent Trigger;5.6;154
The Midnight Meat Train;6.1;0
Winnie Mandela;6.0;705
The Son of No One;5.1;0
All the Queen's Men;4.5;193
The Good Night;5.9;445
Bathory: Countess of Blood;6.0;0
Khumba;5.8;0
Automata;6.1;13000
Dungeons & Dragons: Wrath of the Dragon God;4.9;473
Chiamatemi Francesco - Il Papa della gente;5.7;18
Shinjuku Incident;7.1;821
Pandaemonium;6.6;277
Groundhog Day;8.1;38000
Magic Mike XXL;5.7;41000
Romeo + Juliet;6.8;10000
Sarah's Key;7.5;0
Freedom;6.2;998
Unforgiven;8.3;10000
Manderlay;7.4;1000
Slumdog Millionaire;8.0;13000
Fatal Attraction;6.9;3000
Pretty Woman;6.9;11000
Towering Inferno;9.5;0
Crocodile Dundee II;5.5;489
Broken Horses;5.7;0
Born on the Fourth of July;7.2;4000
Cool Runnings;6.9;0
My Bloody Valentine;5.5;0
The Possession;5.9;17000
First Blood;7.7;0
Stomp the Yard;5.2;0
The Spy Who Loved Me;7.1;0
Ghost Hunters;6.6;373
Urban Legend;5.5;0
Dangerous Liaisons;7.7;0
Good Deeds;5.4;0
White Fang;6.7;0
Superstar;5.0;2000
The Iron Lady;6.4;18000
Jonah: A VeggieTales Movie;6.6;184
Poetic Justice;5.9;0
All About the Benjamins;5.7;530
Vampire in Brooklyn;4.5;1000
Exorcist II: The Heretic;3.7;889
An American Haunting;5.0;0
My Boss's Daughter;4.6;411
A Perfect Getaway;6.5;4000
Our Family Wedding;4.9;1000
Dead Man on Campus;6.0;645
Tea with Mussolini;6.9;970
Thinner;5.7;0
New York, New York;6.7;932
Crooklyn;6.9;905
I Think I Love My Wife;5.5;488
Jason X;4.4;0
Big Fat Liar;5.4;896
Bobby;7.0;0
Head Over Heels;5.4;613
Fun Size;5.4;0
The Diving Bell and the Butterfly;8.0;13000
Little Children;7.6;5000
Gossip;5.9;853
A Walk on the Moon;6.6;860
Catch a Fire;6.7;447
Soul Survivors;3.9;231
Jefferson in Paris;5.7;127
Easy Virtue;6.7;2000
Caravans;6.5;76
