movie_title;title_year;country;language;duration;director_name;budget;gross
American Beauty;1999.0;USA;English;122.0;Sam Mendes;15000000.0;130058047.0
The King's Speech;2010.0;UK;English;118.0;Tom Hooper;15000000.0;138795342.0
Twins;1988.0;USA;English;107.0;Ivan Reitman;15000000.0;111936400.0
Scream: The TV Series;;USA;English;45.0;;;
The Yellow Handkerchief;2008.0;USA;English;102.0;Udayan Prasad;15500000.0;317040.0
The Color Purple;1985.0;USA;English;154.0;Steven Spielberg;15000000.0;94175854.0
Tidal Wave;2009.0;South Korea;Korean;103.0;JK Youn;;
Ben-Hur;2016.0;USA;English;141.0;Timur Bekmambetov;100000000.0;
The Imitation Game;2014.0;UK;English;114.0;Morten Tyldum;14000000.0;91121452.0
Private Benjamin;1980.0;USA;English;109.0;Howard Zieff;10000000.0;69800000.0
Coal Miner's Daughter;1980.0;USA;English;124.0;Michael Apted;;79900000.0
Diary of a Wimpy Kid;2010.0;USA;English;94.0;Thor Freudenthal;15000000.0;64001297.0
Mama;2013.0;Canada;English;100.0;Andrés Muschietti;20000000.0;71588220.0
Halloween;1978.0;USA;English;101.0;John Carpenter;300000.0;47000000.0
National Lampoon's Vacation;1983.0;USA;English;98.0;Harold Ramis;15000000.0;61400000.0
Bad Grandpa;2013.0;USA;English;102.0;Jeff Tremaine;15000000.0;101978840.0
The Queen;2006.0;UK;English;94.0;Stephen Frears;9800000.0;56437947.0
Beetlejuice;1988.0;USA;English;92.0;Tim Burton;15000000.0;73326666.0
Why Did I Get Married?;2007.0;USA;English;113.0;Tyler Perry;15000000.0;55184721.0
Little Women;1994.0;USA;English;115.0;Gillian Armstrong;15000000.0;50003300.0
The Woman in Black;2012.0;UK;English;95.0;James Watkins;17000000.0;54322273.0
When a Stranger Calls;2006.0;USA;English;87.0;Simon West;15000000.0;47860214.0
Big Fat Liar;2002.0;USA;English;88.0;Shawn Levy;15000000.0;47811275.0
The Deer Hunter;1978.0;UK;English;183.0;Michael Cimino;15000000.0;
Wag the Dog;1997.0;USA;English;97.0;Barry Levinson;15000000.0;43022524.0
The Lizzie McGuire Movie;2003.0;USA;English;94.0;Jim Fall;17000000.0;42672630.0
Snitch;2013.0;USA;English;112.0;Ric Roman Waugh;15000000.0;42919096.0
Krampus;2015.0;USA;English;98.0;Michael Dougherty;15000000.0;42592530.0
The Faculty;1998.0;USA;English;104.0;Robert Rodriguez;15000000.0;40064955.0
What's Love Got to Do with It;1993.0;USA;English;118.0;Brian Gibson;;39100956.0
Cop Land;1997.0;USA;English;120.0;James Mangold;10000000.0;44886089.0
Not Another Teen Movie;2001.0;USA;English;99.0;Joel Gallen;16000000.0;37882551.0
End of Watch;2012.0;USA;English;109.0;David Ayer;7000000.0;40983001.0
Aloha;2015.0;USA;English;105.0;Cameron Crowe;37000000.0;20991497.0
The Skulls;2000.0;USA;English;106.0;Rob Cohen;15000000.0;35007180.0
The Theory of Everything;2014.0;UK;English;123.0;James Marsh;15000000.0;35887263.0
Malibu's Most Wanted;2003.0;USA;English;86.0;John Whitesell;16000000.0;34308901.0
Where the Heart Is;2000.0;USA;English;120.0;Matt Williams;15000000.0;33771174.0
Lawrence of Arabia;1962.0;UK;English;227.0;David Lean;15000000.0;6000000.0
Halloween II;2009.0;USA;English;119.0;Rob Zombie;15000000.0;33386128.0
Wild;2014.0;USA;English;115.0;Jean-Marc Vallée;15000000.0;37877959.0
The Last House on the Left;2009.0;USA;English;114.0;Dennis Iliadis;15000000.0;32721635.0
The Wedding Date;2005.0;USA;English;90.0;Clare Kilner;15000000.0;31585300.0
Halloween: Resurrection;2002.0;USA;English;94.0;Rick Rosenthal;15000000.0;30259652.0
Clash of the Titans;2010.0;USA;English;106.0;Louis Leterrier;125000000.0;163192114.0
The Princess Bride;1987.0;USA;English;98.0;Rob Reiner;16000000.0;30857814.0
The Great Debaters;2007.0;USA;English;126.0;Denzel Washington;15000000.0;30226144.0
Drive;2011.0;USA;English;100.0;Nicolas Winding Refn;15000000.0;35054909.0
Confessions of a Teenage Drama Queen;2004.0;Germany;English;89.0;Sara Sugarman;15000000.0;29302097.0
The Object of My Affection;1998.0;USA;English;111.0;Nicholas Hytner;15000000.0;29106737.0
28 Weeks Later;2007.0;UK;English;100.0;Juan Carlos Fresnadillo;15000000.0;28637507.0
When the Game Stands Tall;2014.0;USA;English;115.0;Thomas Carter;15000000.0;30127963.0
Because of Winn-Dixie;2005.0;USA;English;106.0;Wayne Wang;14000000.0;32645546.0
Love & Basketball;2000.0;USA;English;124.0;Gina Prince-Bythewood;15000000.0;27441122.0
Grosse Pointe Blank;1997.0;USA;English;107.0;George Armitage;15000000.0;28014536.0
All About Steve;2009.0;USA;English;99.0;Phil Traill;15000000.0;33860010.0
Book of Shadows: Blair Witch 2;2000.0;USA;English;90.0;Joe Berlinger;15000000.0;26421314.0
The Craft;1996.0;USA;English;101.0;Andrew Fleming;15000000.0;24881000.0
Match Point;2005.0;UK;English;119.0;Woody Allen;15000000.0;23089926.0
Ramona and Beezus;2010.0;USA;English;103.0;Elizabeth Allen Rosenbaum;15000000.0;26161406.0
The Remains of the Day;1993.0;UK;English;134.0;James Ivory;11500000.0;22954968.0
Boogie Nights;1997.0;USA;English;155.0;Paul Thomas Anderson;15000000.0;26384919.0
Nowhere to Run;1993.0;USA;English;94.0;Robert Harmon;15000000.0;22189039.0
Flicka;2006.0;USA;English;95.0;Michael Mayer;15000000.0;20998709.0
The Hills Have Eyes II;2007.0;USA;English;89.0;Martin Weisz;15000000.0;20801344.0
Urban Legends: Final Cut;2000.0;USA;English;97.0;John Ottman;14000000.0;21468807.0
Tuck Everlasting;2002.0;USA;English;90.0;Jay Russell;15000000.0;19158074.0
The Marine;2006.0;USA;English;92.0;John Bonito;20000000.0;18843314.0
Keanu;2016.0;USA;English;100.0;Peter Atencio;15000000.0;20566327.0
Country Strong;2010.0;Official site;English;117.0;Shana Feste;15000000.0;20218921.0
Disturbing Behavior;1998.0;Australia;English;84.0;David Nutter;15000000.0;17411331.0
The Place Beyond the Pines;2012.0;USA;English;140.0;Derek Cianfrance;15000000.0;21383298.0
The November Man;2014.0;USA;English;108.0;Roger Donaldson;15000000.0;24984868.0
Eye of the Beholder;1999.0;Canada;English;109.0;Stephan Elliott;15000000.0;16459004.0
The Hurt Locker;2008.0;USA;English;131.0;Kathryn Bigelow;15000000.0;15700000.0
Firestarter;1984.0;USA;English;114.0;Mark L. Lester;15000000.0;15100000.0
Killing Them Softly;2012.0;USA;English;97.0;Andrew Dominik;15000000.0;14938570.0
A Most Wanted Man;2014.0;UK;English;122.0;Anton Corbijn;15000000.0;17237244.0
Freddy Got Fingered;2001.0;USA;English;87.0;Tom Green;15000000.0;14249005.0
The Pirates Who Don't Do Anything: A VeggieTales Movie;2008.0;USA;English;85.0;Mike Nawrocki;15000000.0;12701880.0
U2 3D;2007.0;USA;English;85.0;Catherine Owens;;10353690.0
Highlander: Endgame;2000.0;USA;English;101.0;Douglas Aarniokoski;15000000.0;12801190.0
Idlewild;2006.0;USA;English;121.0;Bryan Barber;15000000.0;12549485.0
One Day;2011.0;USA;English;107.0;Lone Scherfig;15000000.0;13766014.0
Whip It;2009.0;USA;English;111.0;Drew Barrymore;15000000.0;13034417.0
Knockaround Guys;2001.0;USA;English;92.0;Brian Koppelman;;11632420.0
Confidence;2003.0;USA;English;97.0;James Foley;15000000.0;12212417.0
The Muse;1999.0;USA;English;97.0;Albert Brooks;15000000.0;11614236.0
De-Lovely;2004.0;USA;English;125.0;Irwin Winkler;20000000.0;13337299.0
New York Stories;1989.0;USA;English;124.0;Woody Allen;15000000.0;10763469.0
Barney's Great Adventure;1998.0;Canada;English;76.0;Steve Gomer;15000000.0;11144518.0
The Man with the Iron Fists;2012.0;USA;English;107.0;RZA;15000000.0;15608545.0
Home Fries;1998.0;USA;English;91.0;Dean Parisot;15000000.0;10443316.0
Here on Earth;2000.0;USA;English;96.0;Mark Piznarski;15000000.0;10494147.0
Brazil;1985.0;UK;English;142.0;Terry Gilliam;15000000.0;9929000.0
Raise Your Voice;2004.0;USA;English;103.0;Sean McNamara;15000000.0;10411980.0
The Dead Zone;;Canada;English;60.0;;;
The Big Lebowski;1998.0;USA;English;117.0;Joel Coen;15000000.0;17439163.0
Black Snake Moan;2006.0;USA;English;116.0;Craig Brewer;15000000.0;9396487.0
Dark Blue;2002.0;USA;English;118.0;Ron Shelton;15000000.0;9059588.0
A Mighty Heart;2007.0;USA;English;108.0;Michael Winterbottom;16000000.0;9172810.0
Whatever It Takes;2000.0;USA;English;94.0;David Raynr;15000000.0;8735529.0
Boat Trip;2002.0;USA;English;97.0;Mort Nathan;20000000.0;8586376.0
The Importance of Being Earnest;2002.0;UK;English;97.0;Oliver Parker;15000000.0;8378141.0
The Love Letter;1998.0;USA;English;99.0;Dan Curtis;;
Hoot;2006.0;USA;English;91.0;Wil Shriner;15000000.0;8080116.0
In Bruges;2008.0;UK;English;107.0;Martin McDonagh;15000000.0;7757130.0
Peeples;2013.0;USA;English;95.0;Tina Gordon Chism;15000000.0;9123834.0
The Rocker;2008.0;USA;English;102.0;Peter Cattaneo;15000000.0;6409206.0
Post Grad;2009.0;USA;English;88.0;Vicky Jenson;15000000.0;6373693.0
Promised Land;2012.0;USA;English;106.0;Gus Van Sant;15000000.0;7556708.0
Whatever Works;2009.0;USA;English;92.0;Woody Allen;15000000.0;5306447.0
The In Crowd;2000.0;USA;English;105.0;Mary Lambert;15000000.0;5217498.0
Three Burials;2005.0;France;English;107.0;Tommy Lee Jones;15000000.0;5023275.0
Jakob the Liar;1999.0;France;English;120.0;Peter Kassovitz;15000000.0;4956401.0
Kiss Kiss Bang Bang;2005.0;USA;English;103.0;Shane Black;15000000.0;4235837.0
Idle Hands;1999.0;USA;English;92.0;Rodman Flender;20000000.0;4002955.0
Mulholland Drive;2001.0;France;English;147.0;David Lynch;15000000.0;7219578.0
Blood and Chocolate;2007.0;USA;English;98.0;Katja von Garnier;;3525161.0
You Will Meet a Tall Dark Stranger;2010.0;USA;English;98.0;Woody Allen;22000000.0;3247816.0
Never Let Me Go;2010.0;UK;English;103.0;Mark Romanek;15000000.0;2412045.0
The Company;;USA;English;286.0;;;
Transsiberian;2008.0;Spain;English;111.0;Brad Anderson;15000000.0;2203641.0
The Clan of the Cave Bear;1986.0;USA;English;98.0;Michael Chapman;15000000.0;1953732.0
Crazy in Alabama;1999.0;USA;English;111.0;Antonio Banderas;15000000.0;1954202.0
Funny Games;2007.0;USA;English;111.0;Michael Haneke;15000000.0;1294640.0
Listening;2014.0;Cambodia;English;100.0;Khalil Sullins;;
Felicia's Journey;1999.0;Canada;English;116.0;Atom Egoyan;;819852.0
Metropolis;1927.0;Germany;German;145.0;Fritz Lang;6000000.0;26435.0
District B13;2004.0;France;French;84.0;Pierre Morel;12000000.0;1197786.0
Things to Do in Denver When You're Dead;1995.0;USA;English;115.0;Gary Fleder;7000000.0;529766.0
The Assassin;2015.0;Taiwan;Mandarin;105.0;Hsiao-Hsien Hou;15000000.0;613556.0
Buffalo Soldiers;2001.0;UK;English;98.0;Gregor Jordan;15000000.0;353743.0
The Return;2003.0;Russia;Russian;99.0;Andrey Zvyagintsev;;502028.0
Ong-bak 2;2008.0;Thailand;Thai;110.0;Tony Jaa;300000000.0;102055.0
Centurion;2010.0;UK;English;97.0;Neil Marshall;;122288.0
Silent Trigger;1996.0;Canada;English;88.0;Russell Mulcahy;9000000.0;
The Midnight Meat Train;2008.0;USA;English;103.0;Ryûhei Kitamura;15000000.0;73548.0
Winnie Mandela;2011.0;South Africa;English;104.0;Darrell Roodt;15000000.0;
The Son of No One;2011.0;USA;English;90.0;Dito Montiel;15000000.0;28870.0
All the Queen's Men;2001.0;Germany;English;105.0;Stefan Ruzowitzky;25000000.0;22723.0
The Good Night;2007.0;USA;English;93.0;Jake Paltrow;15000000.0;20380.0
Bathory: Countess of Blood;2008.0;Slovakia;English;141.0;Juraj Jakubisko;;
Khumba;2013.0;South Africa;English;85.0;Anthony Silverston;20000000.0;
Automata;2014.0;Bulgaria;English;109.0;Gabe Ibáñez;7000000.0;
Dungeons & Dragons: Wrath of the Dragon God;2005.0;Germany;English;105.0;Gerry Lively;15000000.0;
Chiamatemi Francesco - Il Papa della gente;2015.0;Italy;Spanish;98.0;Daniele Luchetti;15000000.0;
Shinjuku Incident;2009.0;Hong Kong;Mandarin;119.0;Tung-Shing Yee;15000000.0;
Pandaemonium;2000.0;UK;English;124.0;Julien Temple;15000000.0;
Groundhog Day;1993.0;USA;English;101.0;Harold Ramis;14600000.0;70906973.0
Magic Mike XXL;2015.0;USA;English;115.0;Gregory Jacobs;14800000.0;66009973.0
Romeo + Juliet;1996.0;USA;English;120.0;Baz Luhrmann;14500000.0;46338728.0
Sarah's Key;2010.0;France;French;111.0;Gilles Paquet-Brenner;10000000.0;7691700.0
Freedom;2014.0;USA;English;94.0;Peter Cousens;14500000.0;
Unforgiven;1992.0;USA;English;131.0;Clint Eastwood;14400000.0;101157447.0
Manderlay;2005.0;Denmark;English;139.0;Lars von Trier;14200000.0;74205.0
Slumdog Millionaire;2008.0;UK;English;120.0;Danny Boyle;15000000.0;141319195.0
Fatal Attraction;1987.0;USA;English;119.0;Adrian Lyne;14000000.0;156645693.0
Pretty Woman;1990.0;USA;English;125.0;Garry Marshall;14000000.0;178406268.0
Towering Inferno;;Canada;English;65.0;John Blanchard;;
Crocodile Dundee II;1988.0;Australia;English;108.0;John Cornell;15800000.0;109306210.0
Broken Horses;2015.0;USA;English;101.0;Vidhu Vinod Chopra;15000000.0;
Born on the Fourth of July;1989.0;USA;English;145.0;Oliver Stone;14000000.0;70001698.0
Cool Runnings;1993.0;USA;English;98.0;Jon Turteltaub;15000000.0;68856263.0
My Bloody Valentine;2009.0;USA;English;101.0;Patrick Lussier;15000000.0;51527787.0
The Possession;2012.0;USA;English;92.0;Ole Bornedal;14000000.0;49122319.0
First Blood;1982.0;USA;English;93.0;Ted Kotcheff;14000000.0;
Stomp the Yard;2007.0;USA;English;109.0;Sylvain White;14000000.0;61356221.0
The Spy Who Loved Me;1977.0;UK;English;123.0;Lewis Gilbert;14000000.0;46800000.0
Ghost Hunters;;USA;English;60.0;;;
Urban Legend;1998.0;USA;English;99.0;Jamie Blanks;14000000.0;38048637.0
Dangerous Liaisons;1988.0;USA;English;119.0;Stephen Frears;14000000.0;34700000.0
Good Deeds;2012.0;USA;English;110.0;Tyler Perry;;35010192.0
White Fang;1991.0;USA;English;107.0;Randal Kleiser;14000000.0;34793160.0
Superstar;1999.0;USA;English;81.0;Bruce McCulloch;14000000.0;30628981.0
The Iron Lady;2011.0;UK;English;105.0;Phyllida Lloyd;13000000.0;29959436.0
Jonah: A VeggieTales Movie;2002.0;USA;English;82.0;Mike Nawrocki;14000000.0;25571351.0
Poetic Justice;1993.0;USA;English;109.0;John Singleton;14000000.0;27515786.0
All About the Benjamins;2002.0;USA;English;95.0;Kevin Bray;14000000.0;25482931.0
Vampire in Brooklyn;1995.0;USA;English;100.0;Wes Craven;20000000.0;19900000.0
Exorcist II: The Heretic;1977.0;USA;English;118.0;John Boorman;14000000.0;
An American Haunting;2005.0;UK;English;91.0;Courtney Solomon;14000000.0;16298046.0
My Boss's Daughter;2003.0;USA;English;90.0;David Zucker;14000000.0;15549702.0
A Perfect Getaway;2009.0;USA;English;108.0;David Twohy;14000000.0;15483540.0
Our Family Wedding;2010.0;USA;English;103.0;Rick Famuyiwa;14000000.0;20246959.0
Dead Man on Campus;1998.0;USA;English;96.0;Alan Cohn;14000000.0;15062898.0
Tea with Mussolini;1999.0;Italy;English;117.0;Franco Zeffirelli;12000000.0;14348123.0
Thinner;1996.0;USA;English;93.0;Tom Holland;8500000.0;15171475.0
New York, New York;1977.0;USA;English;136.0;Martin Scorsese;14000000.0;
Crooklyn;1994.0;USA;English;115.0;Spike Lee;14000000.0;13640000.0
I Think I Love My Wife;2007.0;USA;English;94.0;Chris Rock;;12550242.0
Jason X;2001.0;USA;English;85.0;James Isaac;11000000.0;12610731.0
Big Fat Liar;2002.0;USA;English;88.0;Shawn Levy;15000000.0;47811275.0
Bobby;2006.0;USA;English;112.0;Emilio Estevez;14000000.0;11204499.0
Head Over Heels;2001.0;USA;English;86.0;Mark Waters;14000000.0;10397365.0
Fun Size;2012.0;USA;English;86.0;Josh Schwartz;14000000.0;9402410.0
The Diving Bell and the Butterfly;2007.0;France;French;112.0;Julian Schnabel;;5990075.0
Little Children;2006.0;USA;English;137.0;Todd Field;26000000.0;5459824.0
Gossip;2000.0;USA;English;90.0;Davis Guggenheim;24000000.0;5108820.0
A Walk on the Moon;1999.0;USA;English;107.0;Tony Goldwyn;14000000.0;4741987.0
Catch a Fire;2006.0;France;English;98.0;Phillip Noyce;14000000.0;4291965.0
Soul Survivors;2001.0;USA;English;84.0;Stephen Carpenter;14000000.0;3100650.0
Jefferson in Paris;1995.0;France;English;139.0;James Ivory;14000000.0;2474000.0
Easy Virtue;2008.0;UK;English;97.0;Stephan Elliott;;2656324.0
Caravans;1978.0;Iran;English;127.0;James Fargo;14000000.0;1000000.0
Mr. Turner;2014.0;UK;English;150.0;Mike Leigh;8200000.0;3958500.0
Wild Grass;2009.0;France;French;104.0;Alain Resnais;;403649.0
Amen.;2002.0;France;English;132.0;Costa-Gavras;103000000.0;274299.0
Reign of Assassins;2010.0;China;Mandarin;117.0;Chao-Bin Su;12000000.0;
The Lucky Ones;2008.0;USA;English;115.0;Neil Burger;15000000.0;183088.0
Margaret;2011.0;USA;English;186.0;Kenneth Lonergan;14000000.0;46495.0
Stan Helsing;2009.0;Canada;English;90.0;Bo Zenga;;
Flipped;2010.0;USA;English;90.0;Rob Reiner;14000000.0;1752214.0
Brokeback Mountain;2005.0;USA;English;134.0;Ang Lee;14000000.0;83025853.0
Teenage Mutant Ninja Turtles;2014.0;USA;English;101.0;Jonathan Liebesman;125000000.0;190871240.0
Clueless;1995.0;USA;English;97.0;Amy Heckerling;12000000.0;56631572.0
Far from Heaven;2002.0;USA;English;107.0;Todd Haynes;13500000.0;15854988.0
Hot Tub Time Machine 2;2015.0;USA;English;99.0;Steve Pink;14000000.0;12282677.0
Dekalog;;Poland;Polish;55.0;;;447093.0
Quills;2000.0;UK;English;124.0;Philip Kaufman;13500000.0;7060876.0
Seven Psychopaths;2012.0;UK;English;110.0;Martin McDonagh;15000000.0;14989761.0
The Caveman's Valentine;2001.0;USA;English;105.0;Kasi Lemmons;;687081.0
The Border;;Poland;Polish;41.0;;;
Downfall;2004.0;Germany;German;178.0;Oliver Hirschbiegel;13500000.0;5501940.0
The Sea Inside;2004.0;Spain;Spanish;125.0;Alejandro Amenábar;10000000.0;2086345.0
Under the Skin;2013.0;UK;English;108.0;Jonathan Glazer;;2605039.0
Good Morning, Vietnam;1987.0;USA;English;121.0;Barry Levinson;13000000.0;123922370.0
The Last Godfather;2010.0;South Korea;English;100.0;Hyung-rae Shim;13400000.0;163591.0
Justin Bieber: Never Say Never;2011.0;USA;English;115.0;Jon M. Chu;13000000.0;73000942.0
Black Swan;2010.0;USA;English;108.0;Darren Aronofsky;13000000.0;106952327.0
RoboCop;2014.0;USA;English;117.0;José Padilha;100000000.0;58607007.0
The Godfather: Part II;1974.0;USA;English;220.0;Francis Ford Coppola;13000000.0;57300000.0
Save the Last Dance;2001.0;USA;English;112.0;Thomas Carter;13000000.0;91038276.0
A Nightmare on Elm Street 4: The Dream Master;1988.0;USA;English;99.0;Renny Harlin;7000000.0;49369900.0
Miracles from Heaven;2016.0;USA;English;109.0;Patricia Riggen;13000000.0;61693523.0
Dude, Where's My Car?;2000.0;USA;English;83.0;Danny Leiner;13000000.0;46729374.0
Young Guns;1988.0;USA;English;107.0;Christopher Cain;13000000.0;44726644.0
St. Vincent;2014.0;USA;English;102.0;Theodore Melfi;13000000.0;44134898.0
About Last Night;2014.0;USA;English;100.0;Steve Pink;12500000.0;48637684.0
10 Things I Hate About You;1999.0;USA;English;97.0;Gil Junger;16000000.0;38176108.0
The New Guy;2002.0;USA;English;92.0;Ed Decter;13000000.0;28972187.0
Loaded Weapon 1;1993.0;USA;English;84.0;Gene Quintano;8200000.0;27979400.0
The Shallows;2016.0;USA;English;86.0;Jaume Collet-Serra;17000000.0;54257433.0
The Butterfly Effect;2004.0;USA;English;120.0;Eric Bress;13000000.0;23947.0
Snow Day;2000.0;USA;English;89.0;Chris Koch;13000000.0;60008303.0
This Christmas;2007.0;USA;English;117.0;Preston A. Whitmore II;13000000.0;49121934.0
Baby Geniuses;1999.0;USA;English;97.0;Bob Clark;18000000.0;27141959.0
The Big Hit;1998.0;USA;English;91.0;Kirk Wong;13000000.0;27052167.0
Harriet the Spy;1996.0;USA;English;100.0;Bronwen Hughes;13000000.0;26539321.0
Child's Play 2;1990.0;USA;English;72.0;John Lafia;13000000.0;28501605.0
No Good Deed;2014.0;USA;English;84.0;Sam Miller;13200000.0;52543632.0
The Mist;2007.0;USA;English;126.0;Frank Darabont;18000000.0;25592632.0
Ex Machina;2015.0;UK;English;108.0;Alex Garland;15000000.0;25440971.0
Being John Malkovich;1999.0;USA;English;112.0;Spike Jonze;13000000.0;22858926.0
Two Can Play That Game;2001.0;USA;English;90.0;Mark Brown;6000000.0;22235901.0
Earth to Echo;2014.0;USA;English;91.0;Dave Green;13000000.0;38916903.0
Crazy/Beautiful;2001.0;USA;English;135.0;John Stockwell;14000000.0;16929123.0
Letters from Iwo Jima;2006.0;USA;Japanese;141.0;Clint Eastwood;19000000.0;13753931.0
The Astronaut Farmer;2006.0;USA;English;104.0;Michael Polish;13000000.0;10996440.0
Woo;1998.0;USA;English;84.0;Daisy von Scherler Mayer;13000000.0;8026971.0
Room;2015.0;Ireland;English;118.0;Lenny Abrahamson;13000000.0;14677654.0
Dirty Work;1998.0;Canada;English;82.0;Bob Saget;13000000.0;9975684.0
Serial Mom;1994.0;USA;English;95.0;John Waters;13000000.0;7881335.0
Dick;1999.0;France;English;94.0;Andrew Fleming;13000000.0;6241697.0
Del 1 - Män som hatar kvinnor;;Sweden;Swedish;88.0;Niels Arden Oplev;;
Light It Up;1999.0;USA;English;99.0;Craig Bolotin;13000000.0;5871603.0
54;1998.0;USA;English;121.0;Mark Christopher;13000000.0;16574731.0
Bubble Boy;2001.0;USA;English;84.0;Blair Hayes;13000000.0;5002310.0
Birthday Girl;2001.0;UK;English;93.0;Jez Butterworth;13000000.0;4919896.0
21 & Over;2013.0;USA;English;93.0;Jon Lucas;13000000.0;25675765.0
Paris, je t'aime;2006.0;France;French;120.0;Olivier Assayas;13000000.0;4857376.0
Resurrecting the Champ;2007.0;USA;English;112.0;Rod Lurie;13000000.0;3169424.0
Admission;2013.0;USA;English;107.0;Paul Weitz;13000000.0;18004225.0
The Widow of Saint-Pierre;2000.0;France;French;112.0;Patrice Leconte;100000000.0;3058380.0
Chloe;2009.0;USA;English;96.0;Atom Egoyan;11000000.0;3074838.0
Faithful;1996.0;USA;English;91.0;Paul Mazursky;13000000.0;2104000.0
Brothers;2009.0;USA;English;105.0;Jim Sheridan;26000000.0;28501651.0
Find Me Guilty;2006.0;Germany;English;125.0;Sidney Lumet;13000000.0;1172769.0
The Perks of Being a Wallflower;2012.0;USA;English;102.0;Stephen Chbosky;13000000.0;17738570.0
Excessive Force;1993.0;USA;English;87.0;Jon Hess;3000000.0;1200000.0
Infamous;2006.0;USA;English;118.0;Douglas McGrath;13000000.0;1150403.0
The Claim;2000.0;UK;English;115.0;Michael Winterbottom;20000000.0;403932.0
The Vatican Tapes;2015.0;USA;English;91.0;Mark Neveldine;8495000.0;1712111.0
Attack the Block;2011.0;UK;English;88.0;Joe Cornish;13000000.0;1024175.0
In the Land of Blood and Honey;2011.0;USA;Bosnian;127.0;Angelina Jolie Pitt;13000000.0;301305.0
The Call;2013.0;USA;English;94.0;Brad Anderson;13000000.0;51872378.0
Operation Chromite;2016.0;South Korea;English;115.0;John H. Lee;12620000.0;31662.0
The Crocodile Hunter: Collision Course;2002.0;Australia;English;90.0;John Stainton;13000000.0;28399192.0
I Love You Phillip Morris;2009.0;France;English;102.0;Glenn Ficarra;13000000.0;2035566.0
Quest for Fire;1981.0;Canada;None;100.0;Jean-Jacques Annaud;12500000.0;
Antwone Fisher;2002.0;USA;English;117.0;Denzel Washington;12500000.0;21078145.0
The Emperor's Club;2002.0;USA;English;109.0;Michael Hoffman;12500000.0;14060950.0
True Romance;1993.0;USA;English;121.0;Tony Scott;13000000.0;12281500.0
Womb;2010.0;Germany;English;111.0;Benedek Fliegauf;3660000.0;
Glengarry Glen Ross;1992.0;USA;English;100.0;James Foley;12500000.0;10725228.0
The Killer Inside Me;2010.0;USA;English;109.0;Michael Winterbottom;13000000.0;214966.0
Cat People;1982.0;USA;English;93.0;Paul Schrader;18000000.0;
Sorority Row;2009.0;USA;English;101.0;Stewart Hendler;16000000.0;11956207.0
The Prisoner of Zenda;1937.0;USA;English;101.0;John Cromwell;;
Lars and the Real Girl;2007.0;USA;English;106.0;Craig Gillespie;12000000.0;5949693.0
The Boy in the Striped Pajamas;2008.0;UK;English;94.0;Mark Herman;12500000.0;9030581.0
Dancer in the Dark;2000.0;Denmark;English;140.0;Lars von Trier;12800000.0;4157491.0
Oscar and Lucinda;1997.0;USA;English;132.0;Gillian Armstrong;16000000.0;1508689.0
The Funeral;1996.0;USA;English;99.0;Abel Ferrara;12500000.0;1227324.0
Solitary Man;2009.0;USA;English;90.0;Brian Koppelman;15000000.0;4360548.0
Machete;2010.0;USA;English;105.0;Ethan Maniquis;10500000.0;26589953.0
Casino Jack;2010.0;Canada;English;108.0;George Hickenlooper;15000000.0;1039869.0
The Land Before Time;1988.0;USA;English;69.0;Don Bluth;12500000.0;48092846.0
Tae Guk Gi: The Brotherhood of War;2004.0;South Korea;Korean;148.0;Je-kyu Kang;12800000.0;1110186.0
The Perfect Game;2009.0;Canada;English;118.0;William Dear;12500000.0;1089445.0
The Exorcist;1973.0;USA;English;132.0;William Friedkin;8000000.0;204565000.0
Jaws;1975.0;USA;English;130.0;Steven Spielberg;8000000.0;260000000.0
American Pie;1999.0;USA;English;95.0;Paul Weitz;11000000.0;101736215.0
Ernest & Celestine;2012.0;France;French;80.0;Stéphane Aubier;9600000.0;71442.0
The Golden Child;1986.0;USA;English;94.0;Michael Ritchie;25000000.0;79817937.0
Think Like a Man;2012.0;USA;English;122.0;Tim Story;12000000.0;91547205.0
Barbershop;2002.0;USA;English;102.0;Tim Story;12000000.0;75074950.0
Star Trek II: The Wrath of Khan;1982.0;USA;English;116.0;Nicholas Meyer;11000000.0;78900000.0
Ace Ventura: Pet Detective;1994.0;USA;English;78.0;Tom Shadyac;12000000.0;72217000.0
WarGames;1983.0;USA;English;114.0;John Badham;12000000.0;79568000.0
Witness;1985.0;USA;English;112.0;Peter Weir;12000000.0;65500000.0
Act of Valor;2012.0;USA;English;110.0;Mike McCoy;12000000.0;70011073.0
Step Up;2006.0;USA;English;104.0;Anne Fletcher;12000000.0;65269010.0
Beavis and Butt-Head Do America;1996.0;USA;English;81.0;Mike Judge;12000000.0;63071133.0
Jackie Brown;1997.0;USA;English;154.0;Quentin Tarantino;12000000.0;39647595.0
Harold & Kumar Escape from Guantanamo Bay;2008.0;USA;English;102.0;Jon Hurwitz;12000000.0;38087366.0
Chronicle;2012.0;USA;English;89.0;Josh Trank;12000000.0;64572496.0
Yentl;1983.0;UK;English;132.0;Barbra Streisand;12000000.0;30400000.0
Time Bandits;1981.0;UK;English;103.0;Terry Gilliam;5000000.0;42365600.0
Crossroads;2002.0;USA;English;93.0;Tamra Davis;12000000.0;37188667.0
Project X;2012.0;USA;English;93.0;Nima Nourizadeh;12000000.0;54724272.0
Patton;1970.0;USA;English;172.0;Franklin J. Schaffner;12000000.0;
