movie_title;actor_name;actor_fb_likes
How High;Fred Willard;729.0
The Muppet Christmas Carol;Jerry Nelson;94.0
Casino Royale;Tobias Menzies;1000.0
Frida;Roger Rees;1000.0
Katy Perry: Part of Me;Ashley Ashida Dixon;9.0
The Fault in Our Stars;Sam Trammell;1000.0
Rounders;Martin Landau;940.0
Top Five;Romany Malco;966.0
Prophecy;Richard Dysart;122.0
Stir of Echoes;Kathryn Erbe;301.0
Spartacus: War of the Damned;Kelvin Taylor;939.0
Philomena;Mare Winningham;482.0
The Upside of Anger;Erika Christensen;931.0
The Boys from Brazil;Anne Meara;837.0
Aquamarine;Joanna 'JoJo' Levesque;826.0
Paper Towns;Cara Delevingne;558.0
My Baby's Daddy;Marsha Thomason;691.0
Nebraska;Bruce Dern;844.0
Tales from the Crypt: Demon Knight;Jada Pinkett Smith;851.0
Max Keeble's Big Move;Amber Valletta;626.0
Young Adult;Patton Oswalt;786.0
Crank;Edi Gathegi;725.0
How to Be a Player;Gilbert Gottfried;560.0
Living Out Loud;Eddie Cibrian;849.0
Just Wright;Laz Alonso;826.0
Rachel Getting Married;Rosemarie DeWitt;536.0
The Postman Always Rings Twice;Michael Lerner;230.0
Girl with a Pearl Earring;Colin Firth;14000.0
Das Boot;Martin Semmelrogge;21.0
The Alamo;Marc Blucas;973.0
Sorority Boys;Barry Watson;526.0
About Time;Tom Hollander;555.0
House of Flying Daggers;Andy Lau;483.0
Arbitrage;Curtiss Cook;591.0
Project Almanac;Jonny Weston;328.0
Cadillac Records;Veronika Dash;223.0
Screwed;Dave Chappelle;744.0
Fortress;Kurtwood Smith;1000.0
For Your Consideration;Catherine O'Hara;925.0
Celebrity;Aleksa Palladino;255.0
Running with Scissors;Joseph Cross;398.0
From Justin to Kelly;Kelly Clarkson;281.0
Girl 6;Debi Mazar;680.0
In the Cut;Nick Damici;65.0
Two Lovers;Vinessa Shaw;580.0
Last Orders;Ray Winstone;1000.0
The Host;Kang-ho Song;398.0
The Pursuit of D.B. Cooper;Treat Williams;642.0
Ravenous;Jeffrey Jones;692.0
Charlie Bartlett;Megan Park;569.0
The Great Beauty;Sabrina Ferilli;98.0
The Dangerous Lives of Altar Boys;Michael Harding;165.0
Stoker;Alden Ehrenreich;1000.0
2046;Tony Chiu Wai Leung;643.0
Married Life;Erin Boyes;46.0
Duma;Hope Davis;442.0
Ondine;Stephen Rea;327.0
Brother;Tatyana Ali;685.0
Welcome to Collinwood;Isaiah Washington;534.0
Critical Care;Anne Bancroft;754.0
The Life Before Her Eyes;Lynn Cohen;474.0
Darling Companion;Mark Duplass;830.0
Trade;Kate del Castillo;345.0
Fateless;Péter Fancsikai;2.0
Breakfast of Champions;Albert Finney;883.0
A Woman, a Gun and a Noodle Shop;Ni Yan;4.0
Cypher;Jeremy Northam;327.0
City of Life and Death;Yuanyuan Gao;32.0
Home;Matt Jones;523.0
Legend of Kung Fu Rabbit;Tom Arnold;618.0
Space Battleship Yamato;Meisa Kuroki;33.0
5 Days of War;Kenneth Cranham;111.0
Triangle;Michael Dorman;168.0
10 Days in a Madhouse;Kelly LeBrock;445.0
Heaven Is for Real;Connor Corum;116.0
Snatch;Brad Pitt;11000.0
Dancin' It's On;Matt Marr;85.0
Pet Sematary;Fred Gwynne;886.0
Madadayo;Tetsu Watanabe;6.0
The Cry of the Owl;Caroline Dhavernas;544.0
A Tale of Three Cities;Ching Wan Lau;27.0
Gremlins;Harry Carey Jr.;281.0
Star Wars: Episode IV - A New Hope;Peter Cushing;1000.0
Dirty Grandpa;Zoey Deutch;851.0
Doctor Zhivago;Klaus Kinski;396.0
Trash;Selton Mello;68.0
High School Musical 3: Senior Year;Matt Prokop;734.0
The Fighter;Jack McGee;238.0
Jackass Number Two;Steve-O;362.0
My Cousin Vinny;Bruce McGill;655.0
If I Stay;Mireille Enos;1000.0
Drive Hard;Damien Garvey;37.0
Major League;Tom Berenger;854.0
St. Trinian's;Rupert Everett;692.0
Phone Booth;John Enos III;465.0
A Walk to Remember;Peter Coyote;548.0
Dead Man Walking;Celia Weston;258.0
Cruel Intentions;Sean Patrick Thomas;656.0
Saw VI;Shawnee Smith;651.0
History of the World: Part I;Sid Caesar;898.0
The Secret Life of Bees;Alicia Keys;551.0
Corky Romano;Vinessa Shaw;580.0
Raising Cain;Gabrielle Carteris;330.0
F.I.S.T.;Peter Boyle;595.0
Invaders from Mars;Bud Cort;394.0
Brooklyn;Fiona Glascott;55.0
Barry Lyndon;Steven Berkoff;293.0
Out Cold;Jason London;711.0
The Ladies Man;John Witherspoon;723.0
Quartet;Sheridan Smith;156.0
Tomcats;Jake Busey;660.0
Frailty;Powers Boothe;472.0
Woman in Gold;Frances Fisher;638.0
Kinsey;Oliver Platt;1000.0
Army of Darkness;Bridget Fonda;888.0
Slackers;Gedde Watanabe;448.0
What's Eating Gilbert Grape;Leonardo DiCaprio;29000.0
The Visual Bible: The Gospel of John;Alan Van Sprang;147.0
Vera Drake;Sally Hawkins;594.0
The Guru;Dash Mihok;463.0
The Perez Family;Chazz Palminteri;979.0
Inside Llewyn Davis;Max Casella;275.0
O;Andrew Keegan;835.0
Return to the Blue Lagoon;Wayne Pygram;163.0
The Molly Maguires;Anthony Zerbe;275.0
Romance & Cigarettes;Steve Buscemi;12000.0
Copying Beethoven;David Kennedy;35.0
Poltergeist;Zelda Rubinstein;770.0
Brighton Rock;Sean Harris;641.0
Saw V;Costas Mandylor;723.0
Machine Gun McCain;Gena Rowlands;545.0
LOL;Lina Esco;79.0
Jindabyne;Deborra-Lee Furness;71.0
Kabhi Alvida Naa Kehna;John Abraham;1000.0
An Ideal Husband;Rupert Everett;692.0
The Last Days on Mars;Olivia Williams;766.0
Darkness;Giancarlo Giannini;451.0
2001: A Space Odyssey;Gary Lockwood;117.0
E.T. the Extra-Terrestrial;Dee Wallace;725.0
In the Land of Women;Elena Anaya;1000.0
The Blue Butterfly;Marc Donato;450.0
There Goes My Baby;Kelli Williams;446.0
Lovesick;Johnny Flynn;102.0
Housefull;Boman Irani;154.0
September Dawn;Taylor Handley;362.0
For Greater Glory: The True Story of Cristiada;Eduardo Verástegui;377.0
La Famille Bélier;Eric Elmosnino;29.0
Good Will Hunting;Matt Damon;13000.0
Misconduct;Anthony Hopkins;12000.0
Saw III;Shawnee Smith;651.0
Stripes;Harold Ramis;11000.0
Bring It On;Lindsay Sloane;464.0
The Purge: Election Year;Joseph Julian Soria;465.0
She's All That;Clea DuVall;1000.0
Precious;Gabourey Sidibe;906.0
Saw IV;Shawnee Smith;651.0
White Noise;Keegan Connor Tracy;392.0
Madea's Family Reunion;Cicely Tyson;907.0
The Color of Money;Bill Cobbs;970.0
The Longest Day;Richard Beymer;249.0
The Mighty Ducks;Shaun Weiss;613.0
The Grudge;Clea DuVall;1000.0
Happy Gilmore;Kevin Nealon;503.0
Jeepers Creepers;Patricia Belcher;322.0
Bill & Ted's Excellent Adventure;George Carlin;769.0
Oliver!;Ron Moody;275.0
The Best Exotic Marigold Hotel;Penelope Wilton;400.0
Recess: School's Out;Andrew Lawrence;563.0
Mad Max Beyond Thunderdome;Bruce Spence;531.0
Commando;Vernon Wells;745.0
The Boy;Rupert Evans;334.0
Devil;Bokeem Woodbine;904.0
Friday After Next;Mike Epps;706.0
Insidious: Chapter 3;Hayley Kiyoko;542.0
The Last Dragon;Vanity;841.0
Snatch;Brad Pitt;11000.0
The Lawnmower Man;Austin O'Brien;211.0
Nick and Norah's Infinite Playlist;Alexis Dziena;715.0
Dogma;Janeane Garofalo;1000.0
The Banger Sisters;Eva Amurri Martino;797.0
Twilight Zone: The Movie;Al Leong;730.0
Road House;Kevin Tighe;472.0
A Low Down Dirty Shame;Salli Richardson-Whitfield;543.0
Swimfan;Shiri Appleby;855.0
Employee of the Month;Danny Woodburn;809.0
Can't Hardly Wait;Lauren Ambrose;945.0
The Outsiders;William Smith;919.0
Pete's Dragon;Oona Laurence;424.0
The Dead Zone;Herbert Lom;278.0
Sinister 2;James Ransone;412.0
Sparkle;Curtis Armstrong;876.0
Valentine;Jessica Capshaw;533.0
The Fourth Kind;Will Patton;537.0
A Prairie Home Companion;Virginia Madsen;912.0
Sugar Hill;Clarence Williams III;475.0
Invasion U.S.A.;Richard Lynch;324.0
Roll Bounce;Brandon T. Jackson;918.0
Rushmore;Connie Nielsen;933.0
Skyline;Donald Faison;927.0
The Second Best Exotic Marigold Hotel;Celia Imrie;186.0
Kit Kittredge: An American Girl;Jane Krakowski;624.0
The Perfect Man;Chris Noth;962.0
Mo' Better Blues;Nicholas Turturro;269.0
Kung Pow: Enter the Fist;Simon Rhee;67.0
Tremors;Ariana Richards;610.0
Wrong Turn;Lindy Booth;683.0
The Long Riders;David Carradine;926.0
The Corruptor;Paul Ben-Victor;218.0
Mud;Tye Sheridan;1000.0
Reno 911!: Miami;Thomas Lennon;651.0
One Direction: This Is Us;Zayn Malik;734.0
The Goods: Live Hard, Sell Hard;Noureen DeWulf;700.0
Hey Arnold! The Movie;Vincent Schiavelli;811.0
My Week with Marilyn;Toby Jones;2000.0
The Matador;Philip Baker Hall;497.0
Love Jones;Nia Long;826.0
The Gift;Allison Tolman;562.0
End of the Spear;Chad Allen;232.0
Get Over It;Kirsten Dunst;4000.0
Office Space;Stephen Root;939.0
Drop Dead Gorgeous;Kirstie Alley;980.0
Big Eyes;Danny Huston;430.0
Very Bad Things;Daniel Stern;796.0
Sleepover;Alexa PenaVega;2000.0
Body Double;Dennis Franz;376.0
MacGruber;Will Forte;622.0
Dirty Pretty Things;Benedict Wong;372.0
Movie 43;Kate Winslet;14000.0
The Tourist;Angelina Jolie Pitt;11000.0
Over Her Dead Body;William Morgan Sheppard;702.0
Seeking a Friend for the End of the World;Mark Moses;353.0
Cedar Rapids;Stephen Root;939.0
Bones;T.J. Thyne;722.0
American History X;Beverly D'Angelo;816.0
The Collection;Johanna Braddy;581.0
Teacher's Pet;Kelsey Grammer;808.0
The Red Violin;Clotilde Mollet;3.0
The Straight Story;Richard Farnsworth;262.0
Deuces Wild;James Franco;11000.0
Bad Words;Philip Baker Hall;497.0
Run, Fatboy, Run;Iddo Goldberg;269.0
Heartbeeps;Randy Quaid;695.0
Black or White;Gillian Jacobs;837.0
On the Line;Tamala Jones;405.0
Rescue Dawn;Toby Huss;342.0
Danny Collins;Jennifer Garner;3000.0
Jeff, Who Lives at Home;Evan Ross;616.0
I Am Love;Waris Ahluwalia;110.0
Atlas Shrugged II: The Strike;Diedrich Bader;759.0
Romeo Is Bleeding;Michael Wincott;721.0
The Limey;Lesley Ann Warren;296.0
Crash;Loretta Devine;912.0
The House of Mirth;Anthony LaPaglia;576.0
Malone;Tracey Walter;324.0
Peaceful Warrior;Tim DeKay;436.0
Bucky Larson: Born to Be a Star;Kevin Nealon;503.0
Bamboozled;Michael Rapaport;975.0
The Forest;Stephanie Vogt;35.0
Sphinx;William Hootkins;488.0
While We're Young;Maria Dizzia;139.0
A Better Life;Eddie 'Piolin' Sotelo;252.0
Spider;John Neville;387.0
Gun Shy;Oliver Platt;1000.0
Nicholas Nickleby;Anne Hathaway;11000.0
The Iceman;James Franco;11000.0
Dekalog;Olaf Lubaszenko;3.0
Krrish;Rekha;200.0
Cecil B. DeMented;Melanie Griffith;537.0
Killer Joe;Scott A. Martin;414.0
The Joneses;Gary Cole;989.0
Owning Mahowny;Minnie Driver;893.0
The Brothers Solomon;Lee Majors;799.0
My Blueberry Nights;Norah Jones;329.0
Illuminata;Ben Gazzara;623.0
Swept Away;Jeanne Tripplehorn;711.0
War, Inc.;Sergej Trifunovic;175.0
Shaolin Soccer;Karen Mok;83.0
The Brown Bunny;Cheryl Tiegs;96.0
The Swindle;François Cluzet;541.0
Rosewater;Claire Foy;362.0
The Chambermaid on the Titanic;Aitana Sánchez-Gijón;130.0
Coriolanus;Ashraf Barhom;451.0
Imaginary Heroes;Ryan Donowho;181.0
High Heels and Low Lifes;Danny Dyer;798.0
World's Greatest Dad;Daryl Sabara;640.0
Severance;Toby Stephens;769.0
Edmond;Dulé Hill;922.0
Welcome to the Rileys;Ally Sheedy;793.0
Police Academy: Mission to Moscow;Michael Winslow;542.0
Blood Done Sign My Name;Nate Parker;664.0
Cinco de Mayo, La Batalla;Andrés Montiel;61.0
Elsa & Fred;Jared Gilman;545.0
An Alan Smithee Film: Burn Hollywood Burn;Harvey Weinstein;474.0
The Open Road;Justin Timberlake;3000.0
The Good Guy;Scott Porter;690.0
Motherhood;Minnie Driver;893.0
Free Style;Corbin Bleu;632.0
Strangerland;Reef Ireland;52.0
The Janky Promoters;Tamala Jones;405.0
Blonde Ambition;Drew Waters;848.0
The Oxford Murders;Leonor Watling;161.0
The Reef;Gyton Grantley;109.0
Eulogy;Rip Torn;826.0
White Noise 2: The Light;Craig Fairbrass;258.0
You Got Served: Beat the World;Mishael Morgan;152.0
Fifty Dead Men Walking;Kevin Zegers;2000.0
Jungle Shuffle;Tom Arnold;618.0
Adam Resurrected;Ayelet Zurer;744.0
Of Horses and Men;Charlotte Bøving;10.0
It's a Wonderful Afterlife;Mark Addy;891.0
The Devil's Tomb;Henry Rollins;898.0
Partition;Jesse Moss;136.0
Good Intentions;Luke Perry;608.0
The Good, the Bad, the Weird;Woo-sung Jung;149.0
Nurse 3D;Katrina Bowden;948.0
Gunless;Callum Rennie;716.0
Adventureland;Martin Starr;985.0
The Lost City;Victor Rivers;228.0
Next Friday;Mike Epps;706.0
American Heist;Jordana Brewster;4000.0
You Only Live Twice;Burt Kwouk;462.0
Plastic;Alfie Allen;1000.0
Amour;Emmanuelle Riva;432.0
Poltergeist III;Heather O'Rourke;887.0
Re-Kill;Roger Cross;290.0
It's a Mad, Mad, Mad, Mad World;Sid Caesar;898.0
Volver;Lola Dueñas;114.0
Heavy Metal;Joe Flaherty;176.0
Gentlemen Broncos;Michael Angarano;947.0
Richard III;Jim Broadbent;1000.0
Into the Grizzly Maze;Michaela McManus;476.0
Kites;Steven Michael Quezada;412.0
Melancholia;Kirsten Dunst;4000.0
Red Dog;Keisha Castle-Hughes;446.0
Jab Tak Hai Jaan;Katrina Kaif;3000.0
Alien;Yaphet Kotto;581.0
The Texas Chain Saw Massacre;Edwin Neal;371.0
The Runaways;Scout Taylor-Compton;908.0
Fiddler on the Roof;Paul Michael Glaser;343.0
Thunderball;Earl Cameron;189.0
Detention;Shanley Caswell;383.0
Loose Cannons;Alessandro Preziosi;26.0
Set It Off;Jada Pinkett Smith;851.0
The Best Man;Sanaa Lathan;886.0
Child's Play;Alex Vincent;189.0
Sicko;Tucker Albrizzi;203.0
The Purge: Anarchy;Zach Gilford;971.0
Down to You;Lauren German;683.0
Harold & Kumar Go to White Castle;Fred Willard;729.0
The Contender;Gary Oldman;10000.0
Boiler Room;Nia Long;826.0
Trading Places;Denholm Elliott;249.0
Black Christmas;Crystal Lowe;318.0
Breakin' All the Rules;Tate Taylor;150.0
Henry V;Derek Jacobi;520.0
The Savages;David Zayas;929.0
Chasing Papi;Freddy Rodríguez;579.0
The Way of the Gun;Nicky Katt;127.0
Igby Goes Down;Rory Culkin;710.0
PCU;Matt Ross;248.0
The Ultimate Gift;Drew Fuller;906.0
The Bold and the Beautiful;Katherine Kelly Lang;170.0
The Ice Pirates;John Carradine;300.0
Gracie;John Doman;616.0
Trust the Man;Garry Shandling;591.0
Hamlet 2;Amy Poehler;1000.0
Velvet Goldmine;Eddie Izzard;776.0
The Wailing;Jun Kunimura;5.0
Glee: The 3D Concert Movie;Heather Morris;892.0
The Legend of Suriyothai;Chatchai Plengpanich;6.0
Two Evil Eyes;Adrienne Barbeau;602.0
Barbecue;Julie Engelbrecht;41.0
All or Nothing;Ruth Sheen;44.0
Princess Kaiulani;Will Patton;537.0
Opal Dream;Vince Colosimo;62.0
Heist;Joshua Mikel;1000.0
Flame and Citron;Thure Lindhardt;197.0
Undiscovered;Kip Pardue;374.0
Red Riding: In the Year of Our Lord 1974;Warren Clarke;281.0
The Girl on the Train;Ronit Elkabetz;168.0
Veronika Decides to Die;Erika Christensen;931.0
Crocodile Dundee;Linda Kozlowski;162.0
Ultramarines: A Warhammer 40,000 Movie;Steven Waddington;212.0
The I Inside;Sarah Polley;900.0
Beneath Hill 60;Gyton Grantley;109.0
Polisse;Maïwenn;236.0
Awake;Fisher Stevens;922.0
Star Wars: The Clone Wars;James Arnold Taylor;296.0
Skin Trade;Mike Dopud;368.0
The Lost Boys;Jami Gertz;847.0
Crazy Heart;Beth Grant;628.0
The Rose;Frederic Forrest;236.0
Baggage Claim;Christina Milian;1000.0
Barbarella;David Hemmings;178.0
Shipwrecked;Louisa Milwood-Haigh;6.0
Election;Chris Klein;841.0
The Namesake;Brooke Smith;405.0
The DUFF;Romany Malco;966.0
Glitter;Max Beesley;218.0
The Haunting in Connecticut 2: Ghosts of Georgia;Cicely Tyson;907.0
Silmido;Sung-kee Ahn;15.0
Bright Star;Paul Schneider;552.0
My Name Is Khan;Jimmy Shergill;327.0
Footloose;Chris Penn;455.0
All Is Lost;;
Limbo;Casey Siemaszko;107.0
Namastey London;Clive Standen;687.0
The Wind That Shakes the Barley;Orla Fitzgerald;8.0
Yeh Jawaani Hai Deewani;Madhuri Dixit;551.0
The Karate Kid;William Zabka;641.0
Quo Vadis;Deborah Kerr;426.0
Repo! The Genetic Opera;Paris Hilton;716.0
Valley of the Wolves: Iraq;Bergüzar Korel;197.0
Pulp Fiction;Eric Stoltz;902.0
The Muppet Movie;Jim Henson;985.0
Nightcrawler;Michael Papajohn;241.0
Club Dread;Lindsay Price;499.0
The Sound of Music;Angela Cartwright;209.0
Splash;Howard Morris;161.0
Little Miss Sunshine;Steven Christopher Parker;150.0
Stand by Me;Frances Lee McCain;107.0
28 Days Later...;Megan Burns;32.0
You Got Served;Marques Houston;363.0
Escape from Alcatraz;Patrick McGoohan;466.0
Brown Sugar;Sanaa Lathan;886.0
A Thin Line Between Love and Hate;Lynn Whitfield;434.0
50/50;Anna Kendrick;10000.0
Shutter;David Denman;332.0
Creepshow;Hal Holbrook;826.0
That Awkward Moment;Lola Glaudini;342.0
Modern Problems;Dabney Coleman;345.0
Kicks;Natalie Stephany Aguilar;163.0
Much Ado About Nothing;Denzel Washington;18000.0
On Her Majesty's Secret Service;George Lazenby;314.0
The Player;Philip Winchester;579.0
New Nightmare;Heather Langenkamp;449.0
Drive Me Crazy;Mark Webber;442.0
Akeelah and the Bee;Sean Michael Afable;801.0
Half Baked;Harland Williams;503.0
New in Town;Frances Conroy;827.0
Syriana;Amr Waked;903.0
American Psycho;Justin Theroux;1000.0
The Good Girl;Zooey Deschanel;11000.0
Bon Cop Bad Cop;Richard Howland;290.0
The Boondock Saints II: All Saints Day;Julie Benz;3000.0
The City of Your Final Destination;Omar Metwally;277.0
Enough Said;Ben Falcone;265.0
Easy A;Dan Byrd;1000.0
The Inkwell;Joe Morton;780.0
Shadow of the Vampire;Udo Kier;595.0
Prom;Thomas McDonell;962.0
The Pallbearer;Michael Rapaport;975.0
Held Up;Nia Long;826.0
Woman on Top;John de Lancie;905.0
Howards End;Vanessa Redgrave;898.0
Preacher;Joseph Gilgun;788.0
Anomalisa;Tom Noonan;442.0
Another Year;Imelda Staunton;579.0
8 Women;Isabelle Huppert;678.0
Showdown in Little Tokyo;Tia Carrere;1000.0
Clay Pigeons;Vince Vieluf;261.0
It's Kind of a Funny Story;Jeremy Davies;769.0
Made in Dagenham;Robbie Kay;629.0
When Did You Last See Your Father?;Jim Broadbent;1000.0
Prefontaine;Laurel Holloman;273.0
The Wicked Lady;Marina Sirtis;649.0
The Secret of Kells;Mick Lally;5.0
Begin Again;Karen Pittman;12.0
Down in the Valley;Bruce Dern;844.0
Brooklyn Rules;Tony Devon;257.0
Restless;Hayley Atwell;2000.0
The Singing Detective;Robin Wright;18000.0
The Land Girls;Catherine McCormack;306.0
Fido;Henry Czerny;177.0
The Wendell Baker Story;Eddie Griffin;489.0
Wild Target;Rupert Everett;692.0
Pathology;Larry Drake;513.0
Wuthering Heights;Jack O'Connell;698.0
10th & Wolf;Brad Renfro;551.0
Dear Wendy;Chris Owen;526.0
Aloft;Zen McGrath;63.0
Akira;Takeshi Kusao;5.0
The Death and Life of Bobby Z;Olivia Wilde;10000.0
The Rocket: The Legend of Rocket Richard;Roy Dupuis;265.0
Swelter;Josh Henderson;920.0
My Lucky Star;Ruby Lin;20.0
Imagine Me & You;Ben Miles;119.0
Mr. Church;Lucy Fry;206.0
Swimming Pool;Ludivine Sagnier;521.0
Green Street 3: Never Back Down;Mark Wingett;524.0
The Blood of Heroes;Joan Chen;643.0
Code of Honor;Helena Mattsson;505.0
Driving Miss Daisy;Jessica Tandy;509.0
Soul Food;Mekhi Phifer;1000.0
Rumble in the Bronx;Anita Mui;147.0
Far from Men;Reda Kateb;154.0
Thank You for Smoking;Cameron Bright;829.0
Hostel: Part II;Lauren German;683.0
An Education;Olivia Williams;766.0
Shopgirl;Bridgette Wilson-Sampras;545.0
The Hotel New Hampshire;Beau Bridges;552.0
Narc;Chi McBride;466.0
Men with Brooms;Paul Gross;329.0
Witless Protection;Jenny McCarthy;749.0
The Work and the Glory;Brenda Strong;266.0
Extract;Mila Kunis;15000.0
Masked and Anonymous;Cheech Marin;844.0
Alias Betty;Edouard Baer;59.0
Code 46;Om Puri;163.0
Outside Bet;Jenny Agutter;659.0
Crash;Loretta Devine;912.0
Albert Nobbs;Michael McElhatton;415.0
Black November;Nathin Butler;65.0
Ta Ra Rum Pum;Mary Goggin;249.0
Persepolis;Gena Rowlands;545.0
The Hole;Teri Polo;708.0
The Wave;Elyas M'Barek;150.0
The Neon Demon;Bella Heathcote;860.0
Harry Brown;Jack O'Connell;698.0
Spider-Man 3;James Franco;11000.0
The Omega Code;William Hootkins;488.0
Juno;Jennifer Garner;3000.0
Pound of Flesh;Aki Aleong;284.0
Diamonds Are Forever;Lois Maxwell;177.0
The Godfather;Marlon Brando;10000.0
Flashdance;Cynthia Rhodes;174.0
500 Days of Summer;Chloë Grace Moretz;17000.0
The Piano;Ian Mune;18.0
Magic Mike;Alex Pettyfer;15000.0
Darkness Falls;Emma Caulfield;970.0
Live and Let Die;Geoffrey Holder;547.0
My Dog Skip;Frankie Muniz;934.0
Definitely, Maybe;Sakina Jaffrey;109.0
Jumping the Broom;Loretta Devine;912.0
The Great Gatsby;Elizabeth Debicki;509.0
Good Night, and Good Luck.;Tate Donovan;650.0
Capote;Michael J. Burg;68.0
Desperado;Steve Buscemi;12000.0
The Claim;Sarah Polley;900.0
Fargo;Adam Goldberg;1000.0
Logan's Run;Jenny Agutter;659.0
The Man with the Golden Gun;Hervé Villechaize;387.0
Action Jackson;Vanity;841.0
The Descent;Shauna Macdonald;239.0
Michael Jordan to the Max;Michael Jordan;366.0
Devil's Due;Allison Miller;479.0
Flirting with Disaster;Mary Tyler Moore;524.0
The Devil's Rejects;Ken Foree;649.0
Buffy the Vampire Slayer;Alyson Hannigan;3000.0
Dope;Rick Fox;256.0
In Too Deep;Omar Epps;865.0
Skyfall;Helen McCrory;563.0
House of 1000 Corpses;Matthew McGrory;340.0
Alien Zone;Elizabeth MacRae;29.0
A Serious Man;Fred Melamed;105.0
Get Low;Robert Duvall;3000.0
Warlock;Richard E. Grant;554.0
Beyond the Lights;Nate Parker;664.0
A Single Man;Teddy Sears;343.0
The Last Temptation of Christ;Barbara Hershey;618.0
Outside Providence;George Wendt;412.0
Bride & Prejudice;Martin Henderson;579.0
Rabbit-Proof Fence;David Gulpilil;93.0
Who's Your Caddy?;Faizon Love;585.0
Split Second;Alun Armstrong;192.0
Nikita;Xander Berkeley;485.0
The Other Side of Heaven;Nathaniel Lees;43.0
Dark Angel;Ashley Scott;794.0
Veer-Zaara;Preity Zinta;860.0
Redbelt;Randy Couture;518.0
Cyrus;Tim Guinee;259.0
A Dog of Flanders;Cheryl Ladd;476.0
Auto Focus;Michael McKean;658.0
Factory Girl;Jimmy Fallon;787.0
We Need to Talk About Kevin;Siobhan Fallon Hogan;294.0
The Christmas Candle;Hans Matheson;627.0
The Mighty Macs;Marley Shelton;690.0
Losin' It;Shelley Long;422.0
Mother and Child;Jimmy Smits;941.0
March or Die;Terence Hill;750.0
Les visiteurs;Isabelle Nanty;54.0
Somewhere;Chris Pontius;218.0
I Hope They Serve Beer in Hell;Susie Abromeit;216.0
Chairman of the Board;Raquel Welch;788.0
Hesher;Natalie Portman;20000.0
Dom Hemingway;Mark Wingett;524.0
Gerry;Casey Affleck;0.0
The Heart of Me;Luke Newberry;358.0
Freeheld;Josh Charles;1000.0
The Extra Man;Marian Seldes;403.0
Hard to Be a God;Yuriy Tsurilo;4.0
Ca$h;Mike Starr;854.0
Wah-Wah;Julie Walters;838.0
The Boondock Saints;David Della Rocco;333.0
Z Storm;Louis Koo;82.0
Twixt;Bruce Dern;844.0
Snow Queen;Wendee Lee;62.0
Alpha and Omega 4: The Legend of the Saw Toothed Cave;Kate Higgins;35.0
Pale Rider;Chris Penn;455.0
Stargate: The Ark of Truth;Christopher Judge;847.0
Dazed and Confused;Adam Goldberg;1000.0
High School Musical 2;Corbin Bleu;632.0
Two Lovers and a Bear;Justin Edward Seale;147.0
Criminal Activities;Edi Gathegi;725.0
Aimee & Jaguar;Johanna Wokalek;66.0
The Chumscrubber;John Heard;697.0
Shade;Jason Cerbone;83.0
House at the End of the Street;Nolan Gerard Funk;924.0
Incendies;Mélissa Désormeaux-Poulin;66.0
Remember Me, My Love;Silvio Muccino;29.0
Perrier's Bounty;Brendan Coyle;418.0
Elite Squad;Fernanda Machado;39.0
Annabelle;Annabelle Wallis;421.0
Bran Nue Dae;Magda Szubanski;46.0
Boyz n the Hood;Lloyd Avery II;26.0
La Bamba;Rosanna DeSoto;63.0
The Four Seasons;Len Cariou;167.0
Dressed to Kill;David Margulies;567.0
The Adventures of Huck Finn;Frances Conroy;827.0
Go;Jay Mohr;563.0
Friends with Money;Marin Hinkle;230.0
The Andromeda Strain;Paula Kelly;112.0
Bats;Bob Gunton;461.0
Nowhere in Africa;Juliane Köhler;36.0
Shame;Nicole Beharie;898.0
Layer Cake;Sally Hawkins;594.0
The Work and the Glory II: American Zion;Eric Johnson;373.0
The East;Julia Ormond;918.0
A Home at the End of the World;Matt Frewer;986.0
Aberdeen;Sara-Marie Maltha;2.0
The Messenger;Yaya DaCosta;712.0
Tracker;Jed Brophy;433.0
Control;Samantha Morton;631.0
The Terminator;Brian Thompson;663.0
Good Bye Lenin!;Chulpan Khamatova;51.0
The Damned United;Mark Bazeley;54.0
The Return of the Living Dead;Clu Gulager;426.0
Gomorrah;Fortunato Cerlino;9.0
Mallrats;Jason Mewes;898.0
Grease;Stockard Channing;944.0
Platoon;Tom Berenger;854.0
Fahrenheit 9/11;Stevie Wonder;328.0
Butch Cassidy and the Sundance Kid;Ted Cassidy;566.0
Mary Poppins;Glynis Johns;279.0
Ordinary People;Elizabeth McGovern;553.0
Around the World in 80 Days;Steve Coogan;1000.0
West Side Story;George Chakiris;271.0
Caddyshack;Rodney Dangerfield;573.0
The Brothers;Tatyana Ali;685.0
The Wood;Tamala Jones;405.0
The Usual Suspects;Chazz Palminteri;979.0
A Nightmare on Elm Street 5: The Dream Child;Kelly Jo Minter;101.0
Van Wilder: Party Liaison;Curtis Armstrong;876.0
The Wrestler;John D'Leo;245.0
Duel in the Sun;Lillian Gish;436.0
Best in Show;Catherine O'Hara;925.0
Escape from New York;Adrienne Barbeau;602.0
School Daze;Ossie Davis;282.0
Daddy Day Camp;Brian Doyle-Murray;484.0
Mr. Nice Guy;Richard Norton;155.0
A Mighty Wind;Christopher Guest;378.0
Mystic Pizza;Lili Taylor;960.0
War & Peace;Tuppence Middleton;888.0
Sliding Doors;Kevin McNally;427.0
Tales from the Hood;Clarence Williams III;475.0
